Rent Price,Address,Location,Number of Bed,Number of Bath,Living Area (ft^2),Land Area (ft^2)
163 000,"7107, chemin de l'Île",ND-Des-Sept-Douleurs,2,1,1117,223440
419 000,"3713-3117, rue de l'Érablière",Trois-Rivières (Trois-Rivières-Ouest),8,4+1,1117,11200
240 000,1150-1160,St-Georges,3,2+1,1200,77311
609 500,"26, chemin Primeau",Val-Des-Monts (St-Pierre-de-Wakefield),3,3,2016,13899
189 900,"339, rue de la Charmotte",Beauport,3,1,1260,2260
269 500,"23, rue Louis-Hémon",Lévis,4,2,945,6300
269 000,"470, 4e Rang E",St-Ambroise-De-Kildare,3,1+1,1640,85584
138 500,"490, Route 261",St-Sylvere,5,1,1612,45369
649 000,"672, rue des Églantiers",Boucherville,3,2+1,1612,5500
575 000,"8815, Suzor Côté",Mirabel (St-Augustin),6,2+1,1639,33228
199 900,"110, rue Jetté",Repentigny (Le Gardeur),3,2,1639,5421
384 000,"659, rue Routhier",Ste-Foy,6,3+1,3072,8740
1 650 000,7085-7105 rue Marion,Trois-Rivières (Trois-Rivières-Ouest),50,184,3072,15882
320 000,"328, rue Monseigneur-Coderre",St-Amable,3,2+1,1144,5487
204 800,"585, rue du Sémillon - Habitations Jutras",Drummondville (Drummondville),4,2,1020,5400
171 000,,Richmond,3,1+1,1612,10799
59 500,"204, route de la Grève",St-Simon-sur-Mer,1,1,625,3162
199 500,"603, rue Quirion",Thetford Mines,3,2,1162,8950
175 000,"1337, avenue Saint-Charles",Plessisville,4,2,1176,6589
243 400,"504-4260, rue de Rouen",Mercier / Hochelaga / Maisonneuve,1,1,662,23
278 000,"2-3470, avenue Laval",Le Plateau-Mont-Royal,1,1,830,5220
"1,15","4349, chemin des Pionniers",Mont-Laurier,1,1,830,66000
399 900,"1458, rue de la Pineraie",St-Lazare,6,3,2376,17410
529 000,"1680, rue Ravel",Lévis,6,4,2376,6193
99 900,Chemin River - Lac Devine,L'Ange-Gardien-Outaouais,6,4,2376,247856
169 000,"1500, rue Principale",St-Côme,3,1,2421,18406
154 900,"2575, 30e Rue",Laval-Ouest,2,1,2421,4000
80 000,"7470, route Marie-Victorin",Lotbinière,2,1,644,5612
299 900,"1340, rue Dufour",St-Faustin-Lac-Carré,3,1+2,1469,36446
335 000,"141, chemin du Lac-de-l'Achigan",St-Hippolyte,3,2,1020,19270
198 500,"150, rue Benoit",Drummondville (St-Nicéphore),3,1+1,1094,12524
65 000,"1-2500, rue Bagot",La Baie,3,1,1094,2700
236 000,"1059, route Henderson",St-Malachie,3,1,1050,80000
299 500,"1835, avenue Verlaine",Les Saules,3,1+1,1200,1800
560 000,"2046, rue Lima",Val-Bélair,3,2+1,2368,7222
519 000,"9630, boulevard Lévesque Est",St-François,3,2,1340,21636
229 000,"5321, chemin des Quinze",St-Zénon,2,1,1000,46101
219 000,"251, rue Saint-Alexandre",Napierville,3,1,1100,8265
350 000,"3122, grand Boulevard",Longueuil (St-Hubert),2,2+1,1100,4843
320 000,"2033, Route 341",Rawdon,2,1+1,1147,226603
389 900,"74, rue Tanguay",St-Prime,4,2+2,1554,21452
257 000,"196, avenue Saint-François",St-Pie,3,2+1,1680,15000
370 000,"4350, rue des Francs-Bourgeois",Boisbriand,2,1+1,1600,1500
291 900,"3680, rue Park",Longueuil (St-Hubert),3,2,1125,7935
160 000,"1656-1668, rue Principale",Chambord,3,1,1125,39000
419 000,"696, rue Sutherland",St-Jean Baptiste,3,2,1526,1004
275 000,"710, 2e Rue",St-Jean-sur-Richelieu (Iberville),3,2,1526,4835
795 000,"4073, chemin Saint-Louis",Cap-Rouge,3,2+1,2080,4507
395 000,"87, rue de la Rivière",Port-Cartier,3,2+1,4111,20236
345 000,"513, route 222",Maricourt,3,2+1,4111,6525288
597 500,"191, chemin des Bois-Francs",Stoneham,3,2,3600,32323
398 000,"440, rue des Sizerins",St-Nicolas,5,2+1,1506,16757
449 000,"17510, Impasse du Boisé",St-Hyacinthe,4,2+1,2200,8400
259 000,"622, rang Sainte-Geneviève",Roxton Falls,3,2,1890,107521
214 000,"1016, rue Jacinthe",St-Jérôme (Bellefeuille),3,1,1176,15000
159 000,"3, chemin du Wapiti",Lac-Du-Cerf,2,1,640,29888
225 000,"*, rue des Pins",Carignan,2,1,640,9304
69 900,", chemin du Canal",St-Stanislas-De-Kostka,2,1,640,32580
125 000,"58, chemin du Lac-Bouchard Est",Ste-Rose-Du-Nord,3,1,408,22243
599 900,"16, place de Bouligny",Lorraine,4,3+2,2200,15191
229 500,"225, 12e Avenue",Ste-Anne-Des-Plaines,4,2,933,5582
470 000,"701, rue des Champs-de-Blé",St-Lin-Laurentides,2,1,933,5693
399 999,"1834, rue Sun Valley",Chomedey,4,2,1040,5758
29 999,"110, chemin de la Seigneurie",Inverness,4,2,1040,43055
271 500,"83, route de la Jacques-Cartier",Ste-Catherine-de-la-JC,4,2,1184,30000
96 500,"168, rue Commercial",St-Louis-Du-Ha-Ha,6,1,402,82248
45 000,", Développement du Lac Marco",St-Bruno-Lac-St-Jean,6,1,402,45000
509 500,"2171, rue du Torrent",Magog,3,2+1,3500,49513
189 900,"4-389, boulevard des Grives",Gatineau (Hull),2,1,1149,2132
33 150,"46, chemin Beauregard",Alleyn-Et-Cawood,2,1,1149,1481040
150 000,"80, Claude",St-Alphonse-Rodriguez,1,1,1149,4682
535 000,"3997, rue Louise-Fiset",Cap-Rouge,4,3+1,2278,3373
309 900,"15, chemin Robineau",Val-Des-Monts,7,3,1200,39826
299 000,"214, rue Paradis",St-Germain-De-Grantham,4,1+1,2482,14731
345 000,"9810, rue de Martigny",Neufchatel,6,2+1,1320,7050
359 000,"198, rue du Centre",St-Jean-sur-Richelieu (St-Luc),4,2,1431,6566
259 500,"302, rue Paré",L'Assomption,4,2,855,5145
499 000,"238, chemin Louis-Cyr",St-Cyprien-De-Napierville,2,1+1,855,226774
300 000,485-495-505 boulevard Lajeunesse Ouest,St-Jérôme (St-Jérôme),5,3,855,18783
269 900,"26, rue Besset",St-Mathias-sur-Richelieu,3,1+1,884,6725
319 000,"92, rue Saint-Pierre",Pont-Rouge,5,2+1,1568,9816
339 900,"228, rue Robert-Martial",Gatineau (Aylmer),3,2,1110,4924
489 000,"115, route de Crystal Falls",Arundel,3,1+1,1972,370260
449 000,"2987, route 148",Papineauville,3,2+1,1930,41387
245 000,"2954-2958, chemin du Milieu",Duhamel,2,1,848,40440
179 900,"29, rue Sébastien",Victoriaville,3,2,848,6962
44 000,11e Rang \ Route des Loisirs,St-Eugène-De-Grantham,3,2,848,32750
319 000,"323-325, 46e Rue Ouest",Charlesbourg,6,2+1,848,6850
325 000,"243, chemin des Échoueries",Iles-de-la-Madeleine (Havre-aux-Maisons),2,1,1200,25000
550 000,"42, chemin de la Rivière",La Pêche (Wakefield),3,2+1,1286,44454
185 000,"95, rue du Grand-Duc",St-Apollinaire,2,1+1,717,5429
188 900,"655, rue Jonathan",Granby,3,2,990,5420
400 000,"411, rue Duquet",St-Rédempteur,3,2+1,1682,10386
359 900,"3076, route 222",St-Denis-De-Brompton,3,2+1,2164,30910
387 000,"2374-2376, rue Saint-Cesaire",Marieville,5,2,2164,17000
112 000,"1610, rue Lottinville",St-Paulin,3,1,1450,13000
215 000,"1975, chemin du 3e-Rang-du-Bic",Rimouski (Le Bic),3,1,1176,20000
149 000,"91, rue des Frênes",Lebel-Sur-Quevillon,3,1,1050,6401
273 400,"96, rue Estelle",St-Colomban,3,1+1,1083,32434
232 000,"2185, rue du Portail",Drummondville (Drummondville),3,2,1020,5250
189 500,"101, rue de la Chicorée",Beauport,2,1,763,2707
235 000,"815, rue Georges",Gatineau (Buckingham),4,2,1580,5951
719 000,"251, rue de l'Infanterie",Boischatel,3,1+1,2040,18469
214 900,"1, rue de la Traverse",Pont-Rouge,3,2,1384,9657
749 000,"3479, chemin du Lac-Sept-Îles",St-Raymond,3,1+1,1991,35795
419 500,"1506, rue des Bachons",St-Nicolas,5,3+1,1900,7268
499 000,"7210, rue Marie-Victorin",Contrecoeur,4,1+1,1900,59593
347 500,"828, rue Bousquet",St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),4,2+1,1539,5100
189 900,"40, rue Demers",St-Apollinaire,3,1+1,660,4852
125 000,"10, chemin du Lac-Fortin",St-Marcellin,2,1,576,180000
179 500,"205, rue Cyr",Granby,3,2,1244,4290
182 500,"10, chemin des Érables",Ste-Anne-Des-Lacs,1,1,840,8083
210 000,"3700, rue Précourt",Trois-Rivières (Trois-Rivières-Ouest),4,2,1414,7560
275 000,"601, rue des Érables-Rouges",St-Honore-De-Chicoutimi,4,2,1200,24677
539 000,"1029, chemin Bunker",Canton de Stanstead,3,2,1248,682098
449 000,"840, rue des Oeillets",Drummondville (St-Charles-De-Drummond),5,2+1,2572,11507
152 500,"1045, avenue des Hirondelles",Bécancour (Gentilly),7,3+1,2572,4020
260 000,"1477, rue des Carougeois",Cap-Rouge,2,1,568,4025
949 000,"1239, route des Outaouais",Brownsburg-Chatham,4,3,5529,92672
750 000,"266, chemin de la Passe",St-Michel-Des-Saints,4,3,3480,29687
349 900,"192, carré du Marais",Terrebonne (Lachenaie),4,2,3480,6787
425 000,"936, rue Clough",Ayer's Cliff,4,2+1,2541,14974
949 000,"31, avenue Augustin",Candiac,2,3,2541,11631
318 000,"1267, rue du Ruisseau",St-Gilles,5,2+1,1350,7783
249 500,"286, chemin du Ruisseau Nord",St-Mathieu-De-Beloeil,5,2+1,1350,29386
284 500,"440, rue Saint-Gabriel",Mascouche,3,1+1,1755,3235
175 000,"4, chemin Sévigny",Val-Des-Lacs,2,1,2131,191726
209 000,"377, rue Dupont",Pont-Rouge,2,1,884,7376
192 000,"1054, rue Ouimet",Ste-Adèle,3,2,1270,5470
139 000,"0, au Lac-Pelletier",Maria-Chapdelaine,2,1,721,43055
96 000,Seigneurie de Beaupré,Beaupré,2,1,721,10000
238 000,"752-766, rue des Chardonnerets",Mont-St-Hilaire,2,1,721,21500
339 000,"12520, 61e Avenue",Rivière des Prairies,2,2,940,4275
214 000,"75, rue E. M. Little",Chandler,3,2,1092,13020
199 000,"280, chemin du Lac de la montagne noire",St-Donat,4,2,1800,43000
289 500,"40, rue des Outardes",Beaupré,5,3,1008,13500
238 000,"4725, rue Laurentien",Drummondville (Drummondville),4,2,1058,6750
510 000,"12-14-16-410, boulevard Saint-Charles",Drummondville (St-Charles-De-Drummond),8,4,1058,9076
247 000,"561, boulevard Bourassa",St-Jérôme (St-Jérôme),3,2,905,7012
229 900,"93, rue de Lanaudière",Bois-Des-Filion,3,1+1,905,1520
26 000,"210, chemin de la Source",Lantier,3,1+1,905,43000
44 900,"145, rue des Sommets",Bolton-Est,3,1+1,905,116006
407 000,"4703, rue Escoffier",Cap-Rouge,3,1+1,1904,6734
450 000,"1191, rue Saint-Louis & 51 rue Cousineau",Gatineau (Gatineau),4,2+1,1500,3726
169 000,"1407, chemin du 3e Rang",Ste-Lucie-Des-Laurentides,3,1,1412,65255
1 160 000,"4451, boulevard Gouin Ouest",Ahuntsic / Cartierville,5,1+1,2260,12440
480 000,"3538, route Marie-Victorin",St-Antoine-De-Tilly,3,1+1,1589,154525
588 000,"1-2-3-4-5 342, 2e Avenue",L'Ile-Perrot,2,1,1589,7504
399 900,"2616, montée du Lac Louise",St-Adolphe-D'Howard,3,1+1,1664,93452
650 000,"5490, chemin Royal",Ile d'Orléans (St-Jean),2,2,1816,155164
1 195 000,"02,04-2800, rue Holt",Rosemont / La Petite Patrie,4,2+1,1816,2259
264 000,"C-7973, boulevard Wilfrid-Hamel",Ste-Foy,2,1+1,1280,5009
298 900,"3048, rue Dickie",Jonquière (Arvida),4,2+1,2425,15000
335 000,"212-2182, avenue Lamothe",St-Hyacinthe,2,1+1,1437,1182
149 000,"689, rue d'Alsace",Chicoutimi (Chicoutimi),2,2,637,5203
334 449,"1257, rue des Lilas",Lévis,4,2,1224,6200
76 700,"28, 7e Rue Est",Ste-Anne-Des-Monts,3,1,1937,12288
649 990,"48, rue de la Falaise",Gatineau (Hull),6,3,1937,8838
239 900,"3874, boulevard de l'Université",Sherbrooke (Mont-Bellevue),3,1+1,1937,42000
715 000,"286, rue Judd",Sutton,7,5+1,3265,396396
309 900,"148, rue de la Baie",Dolbeau-Mistassini,4,2,1043,56430
165 000,"331, 204e Avenue",Shawinigan (St-Georges-De-Champlain),5,2,1018,8621
617 000,"24, rue du Coteau",St-Joseph-Du-Lac,6,3+1,3200,17000
399 900,"2054, chemin Lakeshore",St-Georges-De-Clarenceville,3,1,1121,18559
160 000,"420, rue Victoria",Thurso,3,1+1,1824,5400
Prix sur demande,"705, rue Felix-Leclerc",Pintendre,3,1+1,667,2337
172 500,"581, route des Pionniers",Rimouski (Ste-Blandine/Mont-Lebel),4,1,1380,9069
151 700,"X, chemin des Pionniers Ouest",Cap-St-Ignace,4,1,1380,59554
360 000,"756, rue Malraux",Chicoutimi (Chicoutimi),3,1+1,1908,19865
170 000,"946, rue de la Pisciculture",St-Faustin-Lac-Carré,3,1+1,1908,17639
199 000,"77, chemin le Boulé Ouest",Lac-Superieur,3,2,2000,13572
469 900,"135, rue des Cantons",Charlesbourg (ND-Des-Laurentides),5,2+1,1865,9000
395 000,"28, rue Byette",Ste-Agathe-Des-Monts,5,2+1,3200,10300
369 900,"11, rue Rolland",Val-Des-Monts (Perkins),4,2+1,1700,46889
292 000,"504, rue Félix-Leclerc",Boucherville,3,1,1340,4185
545 000,"1170, rue Notre-Dame",Gatineau (Gatineau),2,1,1340,9027
275 000,"134, rang Sainte-Anne",St-Chrysostome,3,1+1,1034,53821
135 000,"R5, chemin du Randonneur",Ste-Marguerite-Du-Lac-Masson,3,1+1,1034,53000
297 000,"15-21, rue Saint-Alphonse",Trois-Rivières (Cap-De-La-Madeleine),12,66,1034,4736
250 000,"3816, rue de Terrebonne",Sherbrooke (Rock Forest),4,2+1,1452,4000
259 000,"20, rue Bourgeois",Victoriaville,5,2+1,1452,9994
386 900,"47, chemin du Trille Blanc",Val-Des-Monts,3,2+1,1560,65340
379 500,"3823, rue Philippon",Ste-Foy,3,2+1,1300,3150
200 000,"2046, route 169",Chambord,5,1+1,1596,123735
259 000,"3664, rue Lakeshore Drive",Rawdon,2,2,1900,18000
149 000,"1700, chemin des Pionniers",St-Mathieu-Du-Parc,1,1+1,1012,10258
249 900,"450, rue du Louvre",Mont-St-Hilaire,3,1+1,696,4119
437 000,"1145, rue des Émeraudes",Charlesbourg,5,1+1,1600,6900
39 900,"51, 30e rue Lac-des-Français",Ste-Marcelline-De-Kildare,5,1+1,1600,10000
215 000,"205, rue Boulanger Ouest",Alma,4,2+1,1108,12199
320 000,"38, rue Lavoie",Salaberry-De-Valleyfield,4,2,2580,12103
979 000,"113, chemin de Brisach",Lorraine,5,3+1,3584,9959
200 000,"547, rue du Rubanier",Granby,2,1+1,1040,4739
297 000,"69, boulevard Arthur-Buies Est",Rimouski (Rimouski),4,2,963,9274
499 900,"78, chemin Old Bridge",Otter Lake,3,1+1,2017,196891
359 000,"146, rue de la Quiétude",St-Colomban,2,1+1,1680,47609
225 000,"740, route Sainte-Thérèse Est",Ste-Hénédine,3,2,1232,25076
414 900,"476, chemin Saint-Pierre",St-Claude,3,2+1,1650,700444
239 900,"945, rue des Champs",St-Valérien-De-Milton,4,1+1,1563,19167
345 000,"75, rue Comeau",Trois-Rivières (Cap-De-La-Madeleine),5,2+1,1563,9000
188 800,"200, rue du Val-des-Neiges",Beaupré,2,1,1026,4861
439 000,"3345, rue Sainte-Madeleine",St-Hyacinthe,4,1+1,1800,10779
192 500,"108, rue Bourassa",St-Anselme,3,1+1,790,4352
279 900,"1107, rue du Marecage",St-Jérôme (Bellefeuille),2,1,1168,5000
689 900,6017-6019,Rosemont / La Petite Patrie,2,1,1168,1669
244 500,"2575, rue Saint-Laurent",Drummondville (Drummondville),4,2,1100,5900
465 000,"104, rue des Merisiers",St-Sauveur,2,2+2,2400,49180
149 000,"425, chemin de Gaspé",Bromont,2,2+2,2400,88982
137 900,"1, impasse Lionel-Limoges",Gatineau (Hull),2,1,900,1743
339 900,"301-14360, rue Notre Dame Est",Pointe-Aux-Trembles / Montréal-Est,2,1+1,1188,1927
284 000,,Deux-Montagnes,4,2,1170,6270
425 000,"80, rue des Champs",Chicoutimi (Chicoutimi-Nord),5,2,1200,40000
445 000,"4237, place Sainte-Hélène",Chomedey,4,1+1,1701,6609
244 400,"1087, 2e Rue",Disraeli,4,2,984,15324
250 000,"798, avenue du Moulin",St-Joseph-De-Beauce,4,2+1,1642,15247
220 500,"15860, avenue Desgranges",St-Hyacinthe-Le-Confesseur,4,1+1,1642,6120
329 000,"2151, chemin de l'Étang",Ste-Adèle,3,1,1350,57684
349 000,"3430, route St-Léonard",Jonquière (Shipshaw),3,1,1350,31940
210 000,"207, rang de la Forêt Enchantée",Val-Racine,3,2+2,1722,59632
199 000,"104, rue de la Fabrique",St-Remi-De-Tingwick,2,1,882,29000
450 000,"302-358, rue de la Côte Est",Bromont,3,2,1325,30740
425 000,"2727, rue de Villandry",Ste-Julie,4,2+1,1677,4843
359 900,"1005, rue Vaillant",L'Assomption,3,1+1,1422,8032
699 000,676-678-680 rue Valois,Longueuil (Vieux-Longueuil),10,3+1,1422,4946
389 000,"17, rue Albert",Lévis,8,4,1422,8355
325 000,"840, 7e Avenue",Senneterre,8,4,1422,178860
499 900,"662, rue des Bernaches",St-Lambert-De-Lauzon,3,2+1,3100,32735
198 000,"1-2-3-421, rue d'Outremont",Trois-Rivières (Cap-De-La-Madeleine),8,3,3100,5963
300 000,"149, rue Poincaré",Longueuil (Vieux-Longueuil),4,2,904,4337
170 000,"204, rue du Plateau",St-Lazare-De-Bellechasse,3,2,904,3990
395 000,"39, avenue Bernard-Dumont Ouest",St-Raphael-de-Bellechasse,2,1,936,21258
415 000,"18, chemin Beaudin",Val-Des-Monts (Perkins),3,2+2,1640,43055
799 000,"10, rue de Tarascon",Blainville,4,3+1,2882,9486
210 000,"237, rue Saint-Honoré",Beauport,3,1,1102,7500
359 000,"226, rue de la Douce Montée",Magog,3,2+1,2300,54771
3 234 715,"347, route 273",St-Apollinaire,2,1,1011,646943
245 000,"980, rue Denison Est",Granby,2,1,1011,345566
399 900,"376, chemin du Tour-du-Lac",Lac-Beauport,3,2+1,1108,13467
218 000,"2073, chemin du 3e Rang Ouest",Rimouski (Le Bic),5,2,2176,13320
495 000,"2285A-2285, rue Cardinal",Le Sud-Ouest,5,2,930,2000
239 000,"4, chemin de L'Érablière",Lac-Des-Ecorces,2,1,1024,45969
394 500,"1071, 31e Avenue",Fabreville,4,1+2,1300,4955
200 000,,Montmagny,2,1,1060,91823
599 000,"241, rue Jérôme-Lalemant",Boucherville,3,3+1,2052,9693
89 000,"84, rue des Érables",Ste-Sabine-De-Bellechasse,2,1,1284,30000
219 000,"525, rue Lessard",St-Frédéric,4,2+1,1084,13566
260 000,"712, avenue Châteauneuf",Ste-Marie,3,2,1246,7738
255 000,"579, rue des Noyers",Larouche,4,2,1072,40000
549 000,"49, chemin Mercier",Bury,3,2,1220,102366
699 000,"2137, rue Saint-Hilaire",Val-Morin,4,2+1,2400,34000
469 999,"2435, rue de Nevers",Terrebonne (Terrebonne),5,2+1,2400,17764
465 000,"269, rue Lahaie",Pont-Viau,2,1,2400,4800
322 700,"569, chemin Burke",Mayo,4,2,2070,70056
259 000,"11, rue Taché",Rivière-Du-Loup,5,2+1,1975,18489
195 000,"118, 1ere Avenue Est",Ste-Anne-Des-Monts,7,4,1975,13325
614 900,"4020, rue de la Fredière",Longueuil (St-Hubert),3,2,1776,6681
335 580,"3369, chemin du Fleuve Est",Nicolet,3,1+2,1904,13522
195 000,"1261, route du Bel-Air",Rimouski (Rimouski),3,1+1,1092,54375
465 000,"6692, 23e Avenue",Rosemont / La Petite Patrie,2,1,1435,4656
194 500,"218, rue du Val-des-Neiges",Beaupré,2,1,974,4854
310 000,"1195, rue de la Poudrière",Drummondville (Drummondville),4,2,1580,12665
279 000,"54, rue Richard-Frost",Granby,4,2+1,1471,4876
750 000,"117, rang de la Petite-Barbue",St-Cesaire,3,1,722,1582477
289 000,"761, rang du Sacré-Coeur",St-Jean-De-Matha,3,1+1,1468,737949
560 000,"870, boulevard Saint-Luc",St-Jean-sur-Richelieu (St-Luc),8,3,2800,52502
699 000,"225, avenue Jules-Léger",St-Anicet,5,3,3600,6639
524 000,"5869, rue Rodrigue",Sherbrooke (Rock Forest),4,2,2800,16200
249 000,"79, rue du Clairon",St-Lin-Laurentides,2,1,1156,41000
399 000,"660, rue Gingras",Fossambault-Sur-Le-Lac,4,2+1,1466,9211
339 000,"89, rue Thibault Sud",Abercorn,4,3,1830,33920
309 000,"400, rue Saint-Eustache",St-Eustache,3,1+1,1600,4640
439 000,"187, montée du Domaine",St-Eustache,5,2,1198,33000
325 000,"290, rue Pinsonneault",La Prairie,3,1+1,1120,4240
659 000,"87, chemin Marc-Antoine",Val-Des-Monts (Perkins),2,2,2333,42522
750 000,"6872, rue Pierre-Auger",Mercier / Hochelaga / Maisonneuve,03,2,2333,3463
428 000,"185, rue Maisonneuve",Rosemère,4,2,2000,9000
390 000,"1289, Grand Rang",St-Tite,2,1,1600,45369
189 900,"10, rue Saint-Jean",Pont-Rouge,5,1+1,1047,4880
489 000,"3082, rue Lambert",Ste-Marthe-Sur-Le-Lac,3,1+1,2079,4761
225 000,"1820, croissant Duland",Mascouche,2,1,2079,5995
387 000,"67, rue Marie-Boulard",Boucherville,3,2,1145,7700
75 000,"54, chemin du Fleuve",Berthier-Sur-Mer,3,2,1145,9088
385 000,"1065, rue Édison",Val-Bélair,4,2,1008,6799
199 500,"1422, avenue des Pétunias",Alma,3,2,864,3800
239 000,"193, route 138",Cap-Santé,3,1,1008,9914
116 900,"984, chemin McDonald",Low,3,1,1008,117612
284 500,"295, rue Ozias-Leduc",Beauport,3,2,1008,6800
849 000,"385, rue Abbott",Saint-Laurent,5,3,2700,4464
199 000,"1475, boulevard Auger Ouest",Alma,2,2,1120,2840
225 000,"449, chemin Catherine-Delzenne",Les Éboulements,2,1,1163,37653
266 800,"1130, rue de Prague",Drummondville (Drummondville),5,2,1140,6732
356 999,"80, rue René Lévesque",Lavaltrie,5,3+1,1164,8974
347 500,"178, rue la Mariouche",Beauport,5,2+1,1376,6006
395 000,"480, rue de la Manicouagan",Repentigny (Repentigny),3,2+1,1400,5204
379 000,"A, B ,C-747, rue Lecavalier",St-Majorique-De-Grantham,5,3,1400,16745
319 000,"321, chemin Godin",Sherbrooke (Rock Forest),3,3,1400,95400
214 600,"4, rue Gilles",Rivière-Du-Loup,4,2,987,8248
324 000,"428, avenue Joseph-Giffard",Beauport,4,1+1,1568,4919
479 000,"2163, rue de Calmar",Vimont,4,2+1,1065,7654
599 500,"2920, rue de la Terrasse-du-Fleuve",Lévis,3,2+1,1915,1581
162 500,"3074, 30e Chemin",L'Ascension-De-Notre-Seigneur,3,2,695,143946
229 500,"1-7110, rue de Lanivet",Brossard,2,1+1,1061,1345
222 500,"168, rue Bourgeau Sud",Gatineau (Aylmer),3,2+1,1200,3249
435 000,"36, rue du Belvédère",Ste-Julie,4,1+1,1760,11000
494 500,"11791, rue Marie Anne Lavallée",Ahuntsic / Cartierville,3,1+1,1436,1140
245 000,"160, avenue Beaupré",Mont-Joli,4,2,1086,5715
382 900,"253, rue Josaphat-Laframboise",Gatineau (Masson-Angers),3,1+1,1722,6309
700 000,5695-5697-5699 boulevard Saint-Michel,Rosemont / La Petite Patrie,4,1,1722,1931
294 900,623-625 15e Rue,St-Jérôme (St-Antoine),5,2,1722,10000
1 550 000,"397, rue des Geais Bleus",Ange-Gardien-de-Rouville,24,1+2,1722,21284
489 000,"1672, rue Godin",Longueuil (St-Hubert),9,3,1722,4050
181 500,"4-199, rue Louise-Campagna",Gatineau (Hull),2,1,1152,1495
318 900,"13, rue Isabelle",Gatineau (Hull),3,2,1050,6000
